x,Volume [m^3]
0,0.00003472222222222262
1,0.00003472222222222228
2,0.00003472222222222284
3,0.00003472222222222284
4,0.00003472222222222216
5,0.00003472222222222222
6,0.00003472222222222203
7,0.00003472222222222219
8,0.000034722222222222595
9,0.00003472222222222228
10,0.000034722222222222554
11,0.000034722222222223333
12,0.00003472222222222265
13,0.00003472222222222219
14,0.000034722222222222595
15,0.00003472222222222228
16,0.000034722222222222066
17,0.00003472222222222222
18,0.00003472222222222241
19,0.000034722222222222805
20,0.00003472222222222272
21,0.00003472222222222228
22,0.000034722222222222066
23,0.000034722222222222066
24,0.00003472222222222205
25,0.0000347222222222225
26,0.00003472222222222261
27,0.000034722222222222825
28,0.000034722222222222744
29,0.00003472222222222199
30,0.00003472222222222208
31,0.000034722222222222466
32,0.00003472222222222242
33,0.000034722222222222324
34,0.000034722222222222344
35,0.000034722222222222636
36,0.00003472222222222276
37,0.00003472222222222239
38,0.00003472222222222248
39,0.00003472222222222236
40,0.00003472222222222227
41,0.000034722222222222114
42,0.000034722222222222114
43,0.000034722222222222636
44,0.00003472222222222261
45,0.00003472222222222236
46,0.00003472222222222227
47,0.00003472222222222191
48,0.00003472222222222191
49,0.00003472222222222227
50,0.00003472222222222236
51,0.00003472222222222261
52,0.000034722222222222636
53,0.00003472222222222211
54,0.000034722222222222114
55,0.00003472222222222227
56,0.00003472222222222236
57,0.00003472222222222248
58,0.00003472222222222239
59,0.00003472222222222276
60,0.000034722222222222575
61,0.00003472222222222237
62,0.000034722222222222324
63,0.00003472222222222236
64,0.0000347222222222225
65,0.00003472222222222208
66,0.000034722222222221985
67,0.000034722222222222744
68,0.000034722222222222825
69,0.00003472222222222261
70,0.0000347222222222225
71,0.00003472222222222205
72,0.000034722222222222066
73,0.000034722222222222066
74,0.00003472222222222228
75,0.00003472222222222272
76,0.000034722222222222805
77,0.000034722222222222405
78,0.000034722222222222215
79,0.000034722222222222066
80,0.00003472222222222228
81,0.00003472222222222259
82,0.00003472222222222219
83,0.00003472222222222265
84,0.000034722222222223333
85,0.000034722222222222554
86,0.00003472222222222228
87,0.00003472222222222259
88,0.00003472222222222219
89,0.00003472222222222203
90,0.000034722222222222215
91,0.000034722222222222154
92,0.00003472222222222284
93,0.00003472222222222284
94,0.00003472222222222228
95,0.000034722222222222615
96,0.00003472222222222309
97,0.000034722222222222466
98,0.00003472222222222284
99,0.00003472222222222272
100,0.00003472222222222272
101,0.000034722222222223706
102,0.00003472222222222284
103,0.00003472222222222247
104,0.000034722222222223333
105,0.00003472222222222308
106,0.00003472222222222198
107,0.00003472222222222173
108,0.00003472222222222262
109,0.00003472222222222302
110,0.000034722222222223056
111,0.00003472222222222256
112,0.00003472222222222232
113,0.00003472222222222327
114,0.00003472222222222222
115,0.00003472222222222117
116,0.00003472222222222232
117,0.00003472222222222312
118,0.000034722222222222595
119,0.00003472222222222247
120,0.00003472222222222272
121,0.000034722222222223056
122,0.000034722222222222256
123,0.00003472222222222174
124,0.00003472222222222247
125,0.000034722222222223306
126,0.00003472222222222298
127,0.000034722222222222093
128,0.00003472222222222263
129,0.0000347222222222231
130,0.000034722222222222805
131,0.00003472222222222192
132,0.00003472222222222227
133,0.0000347222222222229
134,0.00003472222222222245
135,0.00003472222222222233
136,0.00003472222222222272
137,0.000034722222222223476
138,0.000034722222222223564
139,0.000034722222222222534
140,0.00003472222222222253
141,0.00003472222222222343
142,0.000034722222222223245
143,0.00003472222222222313
144,0.00003472222222222314
145,0.000034722222222223245
146,0.00003472222222222343
147,0.00003472222222222253
148,0.000034722222222222534
149,0.000034722222222223564
150,0.000034722222222223476
151,0.00003472222222222272
152,0.00003472222222222233
153,0.00003472222222222246
154,0.000034722222222222907
155,0.00003472222222222227
156,0.00003472222222222182
157,0.0000347222222222229
158,0.000034722222222223096
159,0.000034722222222222595
160,0.00003472222222222216
161,0.000034722222222222974
162,0.0000347222222222233
163,0.000034722222222222466
164,0.00003472222222222174
165,0.00003472222222222219
166,0.00003472222222222308
167,0.00003472222222222272
168,0.00003472222222222247
169,0.000034722222222222595
170,0.00003472222222222312
171,0.00003472222222222232
172,0.00003472222222222118
173,0.00003472222222222222
174,0.00003472222222222327
175,0.00003472222222222232
176,0.00003472222222222257
177,0.000034722222222223056
178,0.00003472222222222303
179,0.00003472222222222262
180,0.00003472222222222173
181,0.00003472222222222198
182,0.00003472222222222308
183,0.00003472222222222321
184,0.00003472222222222253
185,0.00003472222222222284
186,0.000034722222222223706
187,0.00003472222222222272
188,0.00003472222222222272
189,0.00003472222222222284
190,0.00003472222222222247
191,0.00003472222222222309
192,0.00003472222222222198
193,0.00003472222222222117
194,0.00003472222222222185
195,0.0000347222222222221
196,0.00003472222222222118
197,0.000034722222222221667
198,0.00003472222222222185
199,0.000034722222222221145
200,0.00003472222222222112
201,0.000034722222222221084
202,0.000034722222222221416
203,0.00003472222222222213
204,0.00003472222222222152
205,0.00003472222222222071
206,0.000034722222222222066
207,0.00003472222222222278
208,0.00003472222222222166
209,0.000034722222222222066
210,0.00003472222222222244
211,0.00003472222222222213
212,0.000034722222222221944
213,0.000034722222222221484
214,0.00003472222222222179
215,0.00003472222222222245
216,0.000034722222222221836
217,0.00003472222222222158
218,0.00003472222222222188
219,0.000034722222222222256
220,0.000034722222222221375
221,0.00003472222222222107
222,0.00003472222222222179
223,0.00003472222222222214
224,0.00003472222222222165
225,0.00003472222222222117
226,0.000034722222222221375
227,0.000034722222222221985
228,0.000034722222222222236
229,0.0000347222222222219
230,0.00003472222222222182
231,0.0000347222222222223
232,0.000034722222222221545
233,0.000034722222222220555
234,0.00003472222222222068
235,0.00003472222222222147
236,0.000034722222222221856
237,0.00003472222222222143
238,0.000034722222222221104
239,0.00003472222222222199
240,0.00003472222222222199
241,0.0000347222222222211
242,0.00003472222222222143
243,0.000034722222222221856
244,0.00003472222222222147
245,0.000034722222222220684
246,0.000034722222222220555
247,0.00003472222222222154
248,0.0000347222222222223
249,0.00003472222222222182
250,0.0000347222222222219
251,0.00003472222222222224
252,0.00003472222222222196
253,0.000034722222222221436
254,0.00003472222222222118
255,0.000034722222222221585
256,0.000034722222222222175
257,0.00003472222222222179
258,0.00003472222222222101
259,0.0000347222222222214
260,0.00003472222222222225
261,0.00003472222222222185
262,0.00003472222222222163
263,0.000034722222222221836
264,0.00003472222222222245
265,0.00003472222222222179
266,0.000034722222222221484
267,0.00003472222222222182
268,0.000034722222222222195
269,0.00003472222222222244
270,0.00003472222222222207
271,0.00003472222222222166
272,0.00003472222222222278
273,0.00003472222222222207
274,0.00003472222222222071
275,0.00003472222222222151
276,0.000034722222222222134
277,0.00003472222222222142
278,0.000034722222222221084
279,0.00003472222222222105
280,0.00003472222222222127
281,0.00003472222222222185
282,0.000034722222222221667
283,0.00003472222222222105
284,0.000034722222222222154
285,0.00003472222222222185
286,0.000034722222222220874
287,0.000034722222222222005
288,0.00003472222222222259
289,0.00003472222222222232
290,0.00003472222222222272
291,0.00003472222222222222
292,0.000034722222222221606
293,0.00003472222222222253
294,0.00003472222222222232
295,0.000034722222222222005
296,0.00003472222222222268
297,0.00003472222222222271
298,0.00003472222222222231
299,0.00003472222222222238
300,0.000034722222222222656
301,0.00003472222222222253
302,0.00003472222222222213
303,0.00003472222222222228
304,0.00003472222222222265
305,0.00003472222222222244
306,0.00003472222222222238
307,0.00003472222222222228
308,0.00003472222222222256
309,0.00003472222222222222
310,0.00003472222222222155
311,0.00003472222222222204
312,0.0000347222222222222
313,0.000034722222222221944
314,0.00003472222222222179
315,0.0000347222222222223
316,0.00003472222222222227
317,0.00003472222222222224
318,0.000034722222222222114
319,0.000034722222222222195
320,0.00003472222222222207
321,0.000034722222222222486
322,0.000034722222222222405
323,0.000034722222222221944
324,0.00003472222222222147
325,0.000034722222222221836
326,0.0000347222222222222
327,0.00003472222222222236
328,0.0000347222222222227
329,0.000034722222222222995
330,0.000034722222222223056
331,0.00003472222222222233
332,0.00003472222222222233
333,0.000034722222222222744
334,0.00003472222222222238
335,0.00003472222222222215
336,0.00003472222222222214
337,0.00003472222222222238
338,0.000034722222222222744
339,0.000034722222222222324
340,0.00003472222222222233
341,0.00003472222222222305
342,0.00003472222222222299
343,0.000034722222222222697
344,0.00003472222222222236
345,0.00003472222222222221
346,0.000034722222222221836
347,0.00003472222222222146
348,0.00003472222222222188
349,0.00003472222222222243
350,0.000034722222222222486
351,0.00003472222222222197
352,0.000034722222222222276
353,0.000034722222222222114
354,0.00003472222222222215
355,0.00003472222222222236
356,0.0000347222222222223
