x,Volume [m^3]
0,0.00007812500000000006
1,0.00007812500000000023
2,0.00007812499999999939
3,0.00007812500000000056
4,0.00007812500000000037
5,0.00007812500000000023
6,0.0000781249999999992
7,0.000078125
8,0.000078125
9,0.00007812500000000029
10,0.00007812500000000033
11,0.00007812499999999995
12,0.00007812499999999977
13,0.00007812499999999912
14,0.00007812500000000056
15,0.00007812500000000042
16,0.00007812500000000016
17,0.00007812499999999977
18,0.00007812499999999955
19,0.00007812500000000027
20,0.00007812500000000016
21,0.00007812500000000023
22,0.00007812500000000012
23,0.00007812499999999949
24,0.00007812499999999934
25,0.00007812500000000037
26,0.00007812500000000094
27,0.00007812500000000037
28,0.0000781249999999995
29,0.00007812499999999984
30,0.00007812500000000015
31,0.00007812500000000019
32,0.00007812500000000019
33,0.00007812500000000015
34,0.00007812499999999984
35,0.0000781249999999995
36,0.00007812500000000037
37,0.00007812500000000094
38,0.00007812500000000037
39,0.00007812499999999934
40,0.00007812499999999949
41,0.00007812500000000012
42,0.00007812500000000023
43,0.00007812500000000016
44,0.00007812500000000027
45,0.00007812499999999955
46,0.00007812499999999977
47,0.00007812500000000016
48,0.00007812500000000042
49,0.00007812500000000056
50,0.00007812499999999912
51,0.00007812499999999977
52,0.00007812499999999996
53,0.00007812500000000033
54,0.00007812500000000027
55,0.000078125
56,0.000078125
57,0.00007812499999999922
58,0.00007812500000000023
59,0.00007812500000000038
60,0.00007812500000000056
61,0.0000781249999999994
62,0.00007812500000000023
63,0.00007812500000000004
64,0.0000781250000000001
65,0.0000781250000000001
66,0.00007812500000000029
67,0.00007812499999999968
68,0.00007812499999999977
69,0.0000781249999999999
70,0.00007812500000000015
71,0.00007812500000000027
72,0.00007812499999999973
73,0.00007812500000000061
74,0.00007812500000000111
75,0.00007812500000000015
76,0.0000781250000000006
77,0.00007812500000000046
78,0.00007812499999999968
79,0.00007812499999999934
80,0.00007812499999999955
81,0.00007812500000000002
82,0.00007812500000000042
83,0.00007812499999999996
84,0.00007812500000000061
85,0.00007812500000000081
86,0.00007812500000000014
87,0.00007812500000000064
88,0.00007812500000000076
89,0.00007812499999999987
90,0.00007812499999999919
91,0.0000781249999999991
92,0.000078125
93,0.0000781250000000006
94,0.00007812499999999999
95,0.00007812500000000075
96,0.00007812500000000073
97,0.00007812499999999999
98,0.0000781250000000006
99,0.00007812499999999999
100,0.0000781249999999991
101,0.0000781249999999992
102,0.00007812499999999987
103,0.00007812500000000077
104,0.00007812500000000064
105,0.00007812500000000014
106,0.00007812500000000081
107,0.00007812500000000061
108,0.00007812499999999997
109,0.00007812500000000041
110,0.00007812500000000002
111,0.00007812499999999955
112,0.00007812499999999934
113,0.00007812499999999968
114,0.00007812500000000046
115,0.00007812500000000061
116,0.00007812500000000014
117,0.00007812500000000111
118,0.00007812500000000061
119,0.00007812499999999973
120,0.00007812500000000029
121,0.00007812500000000014
122,0.0000781249999999999
123,0.00007812499999999976
124,0.00007812499999999968
125,0.00007812500000000027
126,0.0000781250000000001
127,0.00007812500000000008
128,0.00007812500000000029
129,0.000078125
130,0.0000781250000000001
131,0.00007812500000000004
132,0.00007812500000000056
133,0.00007812500000000023
134,0.00007812500000000115
135,0.00007812499999999964
136,0.00007812500000000006
137,0.00007812499999999949
138,0.00007812499999999972
139,0.00007812499999999995
140,0.00007812499999999976
141,0.00007812500000000056
142,0.00007812500000000031
143,0.00007812500000000061
144,0.00007812500000000133
145,0.00007812500000000056
146,0.0000781249999999991
147,0.00007812499999999954
148,0.00007812499999999939
149,0.00007812499999999964
150,0.00007812499999999974
151,0.00007812499999999957
152,0.00007812500000000042
153,0.0000781250000000001
154,0.00007812500000000046
155,0.00007812500000000114
156,0.00007812500000000046
157,0.00007812499999999917
158,0.0000781249999999997
159,0.00007812499999999935
160,0.00007812499999999935
161,0.0000781249999999997
162,0.00007812499999999917
163,0.00007812500000000048
164,0.00007812500000000113
165,0.00007812500000000046
166,0.0000781250000000001
167,0.00007812500000000042
168,0.00007812499999999957
169,0.00007812499999999974
170,0.00007812499999999964
171,0.00007812499999999939
172,0.00007812499999999954
173,0.0000781249999999991
174,0.00007812500000000056
175,0.00007812500000000132
176,0.00007812500000000034
177,0.00007812500000000027
178,0.00007812500000000029
179,0.00007812499999999973
180,0.00007812499999999995
181,0.00007812499999999972
182,0.0000781249999999995
183,0.00007812500000000006
184,0.00007812499999999964
185,0.00007812500000000115
186,0.00007812500000000023
187,0.00007812500000000056
188,0.00007812500000000006
189,0.00007812500000000011
190,0.000078125
191,0.00007812500000000027
192,0.00007812499999999958
193,0.00007812500000000014
194,0.00007812499999999996
195,0.00007812500000000056
196,0.00007812500000000042
197,0.00007812500000000033
198,0.0000781250000000001
199,0.00007812499999999996
200,0.00007812499999999977
201,0.00007812499999999992
202,0.00007812499999999977
203,0.00007812499999999945
204,0.00007812499999999999
205,0.00007812500000000002
206,0.00007812500000000046
207,0.0000781250000000005
208,0.00007812499999999962
209,0.00007812500000000049
210,0.00007812500000000068
211,0.00007812499999999987
212,0.00007812499999999966
213,0.00007812499999999983
214,0.00007812500000000004
215,0.00007812500000000033
216,0.00007812499999999943
217,0.00007812500000000052
218,0.00007812500000000057
219,0.00007812499999999964
220,0.00007812500000000034
221,0.00007812500000000069
222,0.00007812499999999992
223,0.00007812499999999996
224,0.00007812499999999996
225,0.00007812499999999992
226,0.00007812500000000069
227,0.00007812500000000034
228,0.00007812499999999964
229,0.00007812500000000057
230,0.0000781250000000005
231,0.00007812499999999943
232,0.00007812500000000019
233,0.00007812499999999997
234,0.00007812499999999984
235,0.00007812499999999973
236,0.00007812499999999987
237,0.00007812500000000065
238,0.00007812500000000049
239,0.00007812499999999962
240,0.00007812500000000056
241,0.00007812500000000056
242,0.00007812499999999969
243,0.00007812500000000023
244,0.00007812499999999945
245,0.00007812499999999977
246,0.00007812499999999992
247,0.00007812499999999977
248,0.00007812499999999995
249,0.0000781250000000001
250,0.00007812500000000031
251,0.00007812500000000042
252,0.00007812500000000056
253,0.00007812499999999996
254,0.00007812500000000014
255,0.00007812499999999958
256,0.00007812500000000006
257,0.00007812500000000083
258,0.00007812500000000027
259,0.00007812499999999931
260,0.00007812499999999927
261,0.00007812500000000056
262,0.00007812499999999985
263,0.00007812499999999969
264,0.00007812500000000065
265,0.00007812500000000029
266,0.00007812500000000033
267,0.000078125
268,0.00007812500000000023
269,0.00007812500000000015
270,0.00007812499999999977
271,0.00007812499999999966
272,0.00007812499999999973
273,0.00007812499999999988
274,0.00007812500000000027
275,0.00007812500000000056
276,0.0000781250000000001
277,0.00007812500000000029
278,0.00007812500000000038
279,0.00007812500000000072
280,0.0000781250000000006
281,0.00007812500000000011
282,0.00007812499999999907
283,0.00007812499999999955
284,0.00007812500000000049
285,0.00007812500000000022
286,0.00007812500000000052
287,0.00007812500000000026
288,0.00007812500000000026
289,0.00007812500000000052
290,0.0000781250000000002
291,0.00007812500000000048
292,0.00007812499999999955
293,0.00007812499999999907
294,0.00007812500000000012
295,0.0000781250000000006
296,0.00007812500000000079
297,0.00007812500000000052
298,0.00007812500000000023
299,0.00007812499999999993
300,0.00007812500000000042
301,0.00007812500000000007
302,0.00007812499999999954
303,0.00007812499999999966
304,0.00007812499999999966
305,0.00007812499999999977
306,0.00007812500000000033
307,0.00007812500000000056
308,0.000078125
309,0.00007812500000000004
310,0.00007812499999999995
311,0.0000781250000000006
312,0.00007812499999999969
313,0.00007812499999999977
314,0.00007812500000000061
315,0.00007812499999999927
316,0.00007812499999999931
317,0.000078125
318,0.00007812500000000077
319,0.00007812500000000004
320,0.00007812499999999969
321,0.0000781249999999986
322,0.00007812499999999862
323,0.00007812499999999912
324,0.00007812499999999917
325,0.00007812499999999926
326,0.0000781249999999999
327,0.00007812499999999949
328,0.00007812499999999889
329,0.000078125
330,0.00007812500000000002
331,0.00007812499999999945
332,0.00007812499999999916
333,0.00007812499999999852
334,0.00007812499999999904
335,0.00007812499999999985
336,0.00007812499999999927
337,0.00007812500000000031
338,0.00007812499999999983
339,0.00007812499999999896
340,0.000078125
341,0.00007812499999999997
342,0.00007812499999999884
343,0.00007812499999999866
344,0.00007812499999999847
345,0.00007812499999999888
346,0.00007812499999999945
347,0.00007812499999999969
348,0.00007812499999999942
349,0.0000781249999999986
350,0.00007812499999999886
351,0.0000781249999999997
352,0.0000781249999999997
353,0.00007812499999999888
354,0.0000781249999999986
355,0.00007812499999999942
356,0.00007812499999999969
357,0.00007812499999999945
358,0.00007812499999999888
359,0.00007812499999999848
360,0.00007812499999999869
361,0.00007812499999999889
362,0.0000781249999999997
363,0.000078125
364,0.00007812499999999915
365,0.00007812499999999996
366,0.00007812500000000053
367,0.00007812499999999938
368,0.00007812499999999945
369,0.00007812499999999893
370,0.00007812499999999838
371,0.00007812499999999889
372,0.0000781249999999994
373,0.00007812500000000004
374,0.00007812500000000033
375,0.00007812499999999917
376,0.00007812499999999949
377,0.00007812499999999988
378,0.00007812499999999907
379,0.00007812499999999912
380,0.00007812499999999913
381,0.00007812499999999866
382,0.0000781249999999989
383,0.00007812499999999969
384,0.00007812500000000029
385,0.00007812500000000034
386,0.0000781250000000005
387,0.0000781250000000001
388,0.0000781249999999994
389,0.00007812499999999927
390,0.0000781249999999999
391,0.00007812500000000075
392,0.00007812500000000052
393,0.00007812499999999973
394,0.00007812499999999992
395,0.00007812500000000033
396,0.00007812500000000034
397,0.00007812500000000065
398,0.00007812499999999988
399,0.00007812499999999938
400,0.00007812499999999964
401,0.00007812499999999955
402,0.00007812500000000004
403,0.0000781250000000006
404,0.0000781249999999998
405,0.00007812500000000003
406,0.00007812500000000035
407,0.00007812500000000048
408,0.0000781250000000005
409,0.00007812499999999965
410,0.00007812499999999926
411,0.00007812499999999965
412,0.00007812499999999981
413,0.00007812500000000076
414,0.00007812500000000069
415,0.00007812500000000003
416,0.00007812500000000003
417,0.00007812500000000069
418,0.00007812500000000077
419,0.00007812499999999981
420,0.00007812499999999965
421,0.00007812499999999926
422,0.00007812499999999965
423,0.0000781250000000005
424,0.00007812500000000072
425,0.00007812500000000058
426,0.00007812500000000007
427,0.00007812500000000007
428,0.00007812500000000048
429,0.00007812499999999974
430,0.00007812499999999954
431,0.0000781249999999995
432,0.00007812499999999912
433,0.00007812500000000002
434,0.00007812500000000077
435,0.00007812500000000056
436,0.00007812500000000061
437,0.0000781249999999999
438,0.00007812499999999973
439,0.00007812500000000025
440,0.00007812500000000068
441,0.0000781249999999999
442,0.00007812499999999931
443,0.00007812499999999968
444,0.00007812499999999983
445,0.00007812500000000046
446,0.00007812500000000034
447,0.00007812500000000029
448,0.00007812499999999985
449,0.00007812499999999964
450,0.00007812500000000065
451,0.00007812500000000056
452,0.00007812500000000037
453,0.00007812499999999969
454,0.00007812499999999985
455,0.00007812500000000042
456,0.00007812500000000023
457,0.00007812499999999966
458,0.00007812499999999973
459,0.00007812500000000042
460,0.00007812500000000027
461,0.0000781250000000005
462,0.00007812499999999983
463,0.00007812500000000033
464,0.000078125
465,0.00007812500000000025
466,0.00007812500000000048
467,0.0000781250000000004
468,0.0000781249999999998
469,0.00007812499999999977
470,0.00007812500000000006
471,0.00007812499999999984
472,0.00007812499999999997
473,0.00007812499999999999
474,0.00007812500000000076
475,0.00007812499999999977
476,0.00007812499999999953
477,0.00007812500000000027
478,0.00007812500000000026
479,0.0000781249999999998
480,0.0000781249999999998
481,0.00007812500000000026
482,0.00007812500000000027
483,0.00007812499999999951
484,0.00007812499999999977
485,0.00007812500000000076
486,0.00007812499999999999
487,0.00007812499999999997
488,0.0000781250000000001
489,0.00007812500000000003
490,0.00007812499999999964
491,0.00007812499999999974
492,0.00007812500000000012
493,0.00007812500000000049
494,0.00007812500000000034
495,0.0000781250000000001
496,0.00007812500000000042
497,0.00007812499999999976
498,0.00007812500000000056
499,0.000078125
500,0.00007812500000000038
501,0.00007812499999999964
502,0.00007812499999999945
503,0.00007812500000000023
504,0.00007812500000000041
505,0.0000781249999999998
506,0.00007812499999999969
507,0.0000781250000000001
508,0.00007812500000000056
509,0.00007812500000000092
510,0.00007812499999999964
511,0.00007812499999999985
512,0.00007812500000000004
513,0.000078125
514,0.00007812499999999988
515,0.0000781250000000002
516,0.00007812499999999977
517,0.0000781250000000014
518,0.00007812500000000004
519,0.00007812499999999976
520,0.00007812499999999926
521,0.0000781249999999994
522,0.0000781249999999994
523,0.00007812499999999962
524,0.00007812499999999931
525,0.00007812499999999996
526,0.0000781250000000005
527,0.00007812500000000084
528,0.00007812500000000115
529,0.0000781250000000004
530,0.0000781249999999989
531,0.00007812499999999977
532,0.00007812499999999945
533,0.00007812499999999955
534,0.00007812499999999987
535,0.00007812499999999955
536,0.0000781250000000001
537,0.00007812500000000049
538,0.00007812500000000042
539,0.00007812500000000138
540,0.00007812500000000069
541,0.00007812499999999964
542,0.00007812499999999976
543,0.00007812499999999926
544,0.00007812499999999926
545,0.00007812499999999976
546,0.00007812499999999964
547,0.00007812500000000069
548,0.00007812500000000138
549,0.00007812500000000042
550,0.00007812500000000049
551,0.00007812500000000008
552,0.00007812499999999961
553,0.00007812499999999973
554,0.00007812499999999934
555,0.00007812499999999945
556,0.00007812499999999987
557,0.00007812499999999901
558,0.00007812500000000045
559,0.00007812500000000105
560,0.0000781250000000005
561,0.00007812500000000056
562,0.00007812500000000025
563,0.00007812499999999936
564,0.0000781249999999999
565,0.00007812499999999935
566,0.00007812499999999954
567,0.00007812499999999954
568,0.00007812499999999954
569,0.000078125
570,0.00007812500000000134
571,0.00007812499999999983
572,0.00007812500000000045
573,0.00007812499999999987
574,0.00007812500000000002
575,0.00007812500000000004
576,0.00007812499999999981
577,0.00007812500000000015
578,0.0000781250000000006
579,0.00007812500000000038
580,0.00007812499999999972
581,0.00007812500000000027
582,0.00007812500000000002
583,0.00007812500000000038
584,0.000078125
585,0.00007812500000000065
586,0.00007812500000000073
587,0.00007812499999999992
588,0.00007812500000000069
589,0.00007812500000000061
590,0.00007812500000000002
591,0.00007812499999999962
592,0.00007812499999999954
593,0.00007812499999999993
594,0.00007812500000000042
595,0.000078125
596,0.00007812500000000077
597,0.00007812500000000079
598,0.00007812500000000003
599,0.0000781250000000004
600,0.00007812500000000068
601,0.00007812499999999988
602,0.00007812499999999917
603,0.00007812499999999926
604,0.00007812499999999974
605,0.00007812500000000096
606,0.000078125
607,0.00007812500000000065
608,0.00007812500000000065
609,0.000078125
610,0.00007812500000000096
611,0.00007812499999999974
612,0.00007812499999999926
613,0.00007812499999999916
614,0.00007812499999999988
615,0.00007812500000000067
616,0.0000781250000000007
617,0.0000781250000000002
618,0.00007812500000000069
619,0.00007812500000000064
620,0.00007812500000000008
621,0.00007812500000000069
622,0.00007812500000000018
